ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,58626.2
1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,57816.0
1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,58008.0
0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,57596.0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,57888.2
0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,57962.0
0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,57972.0
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,58323.8
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,60819.6
1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,57697.8
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,57744.6
0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,58390.0
1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,58410.8
0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,58062.6
0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,59089.2
1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,58020.6
1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,58272.4
0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,58011.8
0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,58419.0
