fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
1,1,1,0,0,128,2,1024,135272.2
1,0,1,0,1,64,32,256,134956.0
1,0,0,0,1,128,8,1024,130543.6
0,1,1,1,1,64,2,1024,46856.0
0,0,0,0,1,128,2,1024,46113.2
1,0,1,1,1,64,32,256,139137.0
0,1,0,1,0,64,2,256,46355.4
0,0,0,0,0,64,2,1024,47571.0
1,1,1,1,1,128,8,256,130828.8
1,0,0,1,1,64,32,256,134738.8
0,0,1,1,0,64,2,1024,46456.0
0,0,1,1,1,64,2,1024,46681.8
1,1,1,1,0,128,2,256,128216.6
0,1,0,1,1,128,32,256,46423.2
0,1,1,0,1,128,2,1024,46282.6
0,0,0,1,0,64,2,256,46461.6
1,1,1,1,1,64,2,1024,131163.4
0,0,1,0,0,128,2,1024,46254.6
0,0,0,1,0,128,8,1024,46551.6
0,0,1,1,1,128,32,256,46567.8
1,1,0,1,1,64,2,256,134107.4
0,1,0,1,1,64,2,1024,46520.6
0,1,0,0,0,64,8,1024,46294.0
1,1,1,0,1,64,32,256,133542.0
0,0,0,1,0,128,32,256,46457.2
1,1,1,0,1,128,2,256,130635.2
0,0,1,1,0,64,8,1024,46966.4
1,0,0,1,0,128,2,256,132275.4
1,0,0,1,0,128,2,1024,131781.2
1,1,0,1,1,64,8,1024,125966.2
1,1,0,1,0,128,2,1024,132390.8
0,0,1,1,1,64,32,256,46565.6
1,0,1,0,0,128,2,256,135048.6
0,1,1,1,1,128,2,256,46463.2
0,0,0,1,1,64,32,1024,46600.2
1,1,1,0,0,64,32,256,136657.4
1,1,0,1,1,128,32,256,130087.4
1,0,0,0,0,128,32,256,135706.6
0,0,0,0,0,64,32,256,46471.2
1,1,1,0,0,128,8,1024,133603.0
0,0,0,0,0,64,2,256,46272.2
1,1,0,1,0,128,32,256,132344.8
0,0,0,0,0,128,2,256,46236.8
1,0,1,1,1,64,32,1024,141022.0
0,0,1,0,1,128,2,256,46121.0
0,0,0,0,0,128,32,256,46255.0
1,0,1,0,1,64,32,1024,138701.4
1,0,1,0,1,128,8,256,136260.8
1,0,1,0,0,64,8,256,131837.2
0,1,1,1,1,64,32,256,46707.6
0,0,0,1,1,64,8,256,46340.2
0,0,1,0,1,64,32,1024,46132.6
0,1,1,0,0,64,2,1024,46321.6
1,0,0,1,0,128,32,256,134485.2
0,0,0,1,0,128,8,256,46366.6
1,1,0,0,1,128,32,256,131364.4
0,0,0,1,0,128,32,1024,46368.8
0,0,1,0,0,64,8,1024,46291.6
1,1,0,0,1,64,32,1024,132368.4
0,1,0,0,0,64,2,1024,46111.6
1,0,1,0,1,64,2,256,134987.2
0,1,0,0,1,128,2,256,47040.2
1,1,1,1,0,64,8,1024,126794.8
0,1,1,1,1,128,2,1024,46877.2
0,1,0,1,1,64,8,1024,47491.4
0,1,1,0,0,64,32,256,46144.0
0,0,0,1,0,64,2,1024,46287.8
0,0,1,1,0,64,32,256,46700.8
0,0,0,0,1,64,32,256,46295.4
0,0,1,0,0,64,2,1024,46199.0
1,0,0,1,0,64,32,256,130240.8
0,1,1,0,1,64,2,1024,46614.4
1,1,0,1,0,64,8,256,133943.0
0,0,0,1,0,128,2,1024,46355.2
1,1,0,0,1,64,2,256,134110.6
1,1,1,1,0,64,32,256,128814.8
0,1,0,1,0,128,8,256,46439.6
0,0,1,1,1,128,32,1024,46659.6
1,1,1,0,0,64,32,1024,134439.4
0,0,0,0,0,64,8,1024,46349.4
0,0,1,1,0,128,8,256,47257.2
0,0,1,1,0,64,32,1024,46819.6
0,0,0,0,1,128,2,256,47198.6
0,0,1,1,1,64,32,1024,46610.2
1,1,1,1,1,128,2,256,130797.6
1,0,1,0,0,128,2,1024,137218.2
1,0,0,1,0,128,8,1024,136143.6
1,1,0,0,1,64,2,1024,136113.4
0,1,0,0,1,64,32,256,46155.2
1,1,0,1,0,128,8,1024,135017.0
1,0,0,0,0,64,8,1024,132700.0
0,0,0,0,1,64,32,1024,46172.2
0,1,0,1,1,64,8,256,46752.4
0,1,0,0,1,64,8,1024,46054.6
1,1,1,1,0,64,2,1024,125822.2
1,0,0,1,1,128,8,256,132351.4
1,1,0,0,0,64,32,256,132467.8
1,1,1,1,1,64,8,256,131856.0
0,0,0,1,1,64,2,1024,46426.0
1,1,0,0,1,64,8,1024,134931.8
0,1,0,0,1,128,8,256,46673.2
1,1,0,1,1,128,2,1024,127180.0
0,0,0,0,0,128,8,1024,46208.0
0,1,1,0,1,128,32,256,46129.8
0,0,0,0,0,128,2,1024,46169.2
0,1,1,0,1,64,2,256,46194.4
0,0,1,0,1,128,32,256,46260.2
0,1,1,0,1,64,32,256,46325.8
0,1,1,1,1,128,8,256,46554.0
1,0,0,0,0,64,32,1024,135660.4
1,1,0,1,0,64,2,1024,139402.4
0,0,1,0,1,128,8,1024,46365.0
0,0,1,0,0,64,2,256,46097.4
0,1,1,0,0,64,8,256,45922.8
1,0,1,0,1,128,2,256,136870.8
0,0,1,1,1,128,8,256,46778.0
1,0,0,1,0,64,8,1024,131169.0
0,1,0,1,1,128,8,1024,47354.4
0,1,0,0,1,128,32,256,46355.2
0,1,0,1,1,64,2,256,46400.6
0,1,1,1,0,128,2,256,46517.8
0,0,0,1,1,128,32,1024,46258.4
0,1,0,0,1,128,8,1024,46124.2
1,1,1,0,1,128,32,256,128130.2
1,0,1,0,0,128,32,256,135051.0
1,1,0,1,1,128,8,1024,129166.2
0,1,1,1,0,64,2,1024,46505.8
0,1,1,1,1,64,8,256,46723.2
0,0,1,1,0,128,8,1024,47024.0
1,1,1,0,1,128,8,256,128988.8
1,0,1,1,1,128,2,256,141082.4
0,1,1,0,1,128,32,1024,46436.8
0,0,1,0,0,128,8,1024,46245.0
1,1,1,0,0,64,2,256,132226.4
1,0,0,0,1,64,8,256,133634.4
0,0,1,1,1,64,8,256,46834.4
1,0,1,1,0,128,8,256,142638.0
1,1,0,0,0,128,32,1024,133666.2
0,1,1,1,1,64,2,256,46733.2
1,0,0,0,1,128,32,256,133749.4
1,1,1,1,0,128,2,1024,128922.6
0,1,0,1,0,64,8,1024,46348.8
0,1,0,0,0,64,8,256,46403.8
0,1,1,1,1,64,32,1024,47233.2
1,1,0,0,0,128,8,256,125404.4
1,0,1,1,0,64,32,256,140165.6
1,1,1,1,1,64,8,1024,131358.0
1,0,1,1,1,64,8,1024,142008.0
1,1,1,0,0,128,32,256,134640.4
1,1,1,0,1,128,2,1024,134561.0
0,0,0,0,1,64,2,256,46337.0
