ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,66665.0
0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,74198.4
0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,76304.6
0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,68661.4
0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,67338.8
1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,70837.2
0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,67267.0
1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,74934.2
0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,87113.0
0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,80256.2
0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,78126.4
0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,69495.6
0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,68767.2
1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,72961.2
0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,77455.4
0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,71216.8
1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,64635.6
1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,92496.2
1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,68053.4
0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,76521.6
0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,65114.8
